name,price,location,make,latitude,longitude
2023 Acura Integra A-Spec With Technology,25500.0,Bahama,ACURA,36.1587934909659,-78.8810826583458
2015 Chevy Impala,4700.0,Raleigh,CHEVROLET,35.8771807239697,-78.5161595361109
2016 Bmw 528I Xdrive – Fully Loaded & Well Maintained,14750.0,Raleigh,BMW,35.9054888497522,-78.7716293848323
2018 Chevrolet Camaro Lt Coupe 2D,14000.0,Holly Springs,CHEVROLET,35.6263008401448,-78.8457981984502
2012 Ford F-150-Custom Contractor Setup-Low,24995.0,Raleigh,FORD,35.8333992999727,-78.5799010908158
2009 Mini Cooper S Convertible 66K Excellent Condition,5750.0,Durham,MINI,36.0149724900289,-78.9295909841524
2008 Dodge Charger,3500.0,Garner,DODGE,35.6813007777699,-78.5975000624501
04 Chevy Trailblazer,2300.0,Raleigh,04,35.7666989912139,-78.6007991534343
1983 Porsche 944,17900.0,Smithfield,PORSCHE,35.5067996057786,-78.3478978745083
2013 Chevrolet Sonic Ls,3995.0,Raleigh,CHEVROLET,35.8479988375497,-78.6316964754928
2017 Ford Explorer Sport In Excellent Condition W/ Dealer Updates,13999.0,Cary,FORD,35.7445725070828,-78.8363518432824
Bmw 128I Convertible 2011,16500.0,South Hill,BMW,36.7124002094942,-78.1534016213837
Turnkey Opportunity - Built For Producing Funnel Cakes Or Mini Donuts,35000.0,Apex,TURNKEY,35.7225004539421,-78.8407985687302
2003 Jeep Wrangler 4.0 Nanual Transmissions,4900.0,Raleigh,JEEP,35.7666989912139,-78.6007991534343
F150 1985 Bullnose,3000.0,Efland,FORD,36.0917986819004,-79.2193002177512
2013 Volkswagen Touareg Tdi – Diesel Suv,12500.0,Sanford,VOLKSWAGEN,35.4791647054054,-79.1795896588884
1999 Chevrolet Z71,9000.0,Moncure,CHEVROLET,35.5958005778383,-79.132297149523
Cadillact 2006 Cts Black,2250.0,Raleigh,CADILLACT,35.8394984357016,-78.6922008186554
Audi A4 Quattro 2.0 Turbo,5000.0,Burlington,AUDI,36.1288014422236,-79.4113992154611
1999 Bmw Z3 M Coupe,25000.0,Cary,BMW,35.7641000546554,-78.7786028541565
1994 Acura Legend,1500.0,Raleigh,ACURA,35.867300639751,-78.5380980900853
2014 Kia Sorento Lx,8500.0,Goldston,KIA,35.5642999312215,-79.3385006492749
1966 Ford Galaxie 500,6000.0,Raleigh,FORD,35.7666989912139,-78.6007991534343
2010 Toyota Corolla S,2200.0,Raleigh,TOYOTA,35.8333992999727,-78.5799010908158
2012 Honda Pilot 4 Wheel Xl,5500.0,Cary,HONDA,35.8071985129606,-78.8869978746225
2020 Subaru Forester - Limited,17500.0,Holly Springs,SUBARU,35.6353392493625,-78.8321514896865
2009 Toyota Camry Excellent Condition,6600.0,Raleigh,TOYOTA,35.8709990823184,-78.5340002959347
2010 Cadillac Cts Premium,5500.0,Wake Forest,CADILLAC,35.9460015495281,-78.5037011418143
"Chevy Tahoe, 2011 Lt, 4Wd",6195.0,Raleigh,CHEVROLET,35.7142532994395,-78.6073492069478
2004 Lincoln Navigator,2500.0,Durham,LINCOLN,35.9479994533596,-78.9560031925909
Sale By Owner,9000.0,Raleigh,SALE,35.7666989912139,-78.6007991534343
2007 Honda Ex Accord For Sale,6000.0,Raleigh,HONDA,35.7076006864806,-78.6563015750456
Honda Civic For Sale,6000.0,Raleigh,HONDA,35.7076006864806,-78.6563015750456
Bmw 335D,6950.0,Lumberton,BMW,34.6266447592578,-79.007297812155
2015 Hyundai Sonata Limited Hybrid,3500.0,Raleigh,HYUNDAI,35.8333992999727,-78.5799010908158
2023 Toyota Tacoma Trd Off-Road 4X4,38000.0,Chapel Hill,TOYOTA,35.9082545170291,-79.0127277331792
2019 Ram 1500 Laramie,34495.0,Cary,RAM,35.7641000546554,-78.7786028541565
2019 Subaru Ascent Touring Clean Carfax,13978.0,Chapel Hill,SUBARU,35.9181993454787,-79.0035002478891
Chevrolet Silverado 2021,19800.0,Benson,CHEVROLET,35.4037015801283,-78.5421007732419
2005 Nissan Titan,6000.0,Youngsville,NISSAN,36.0249007027024,-78.474399507215
2013 Hyundai Elantra Gt Hatchback 4D,5200.0,Durham,HYUNDAI,35.9631009019651,-78.9315035172724
2003 Tiburon Mechanics Special To Fix Or For Parts,800.0,Wake Forest,TIBURON,35.9815014415547,-78.5391975960941
2013 Kia Sorento,4600.0,Durham,KIA,35.9631009019651,-78.9315035172724
1966 Buick Skylark (May Trade For Classic Trucks Or 2 Door Cars),13900.0,Durham,BUICK,35.9631009019651,-78.9315035172724
2010 Mercury Milan Premium,5800.0,Wendell,MERCURY,35.7980019673914,-78.3926011875976
2011 Honda Accord Coupe,6900.0,Wendell,HONDA,35.7980019673914,-78.3926011875976
1977 Chevrolet Corvette,17500.0,Clayton,CHEVROLET,35.6348012419929,-78.4509993379054
Carfax & Ready To Ride!,7000.0,Raleigh,CARFAX,35.867300639751,-78.5380980900853
2003 Chevy Silverado 1500 4X4 Z71 Off-Road,7500.0,Louisburg,CHEVROLET,36.0578016581704,-78.2586001103108
2014 Honda Accord ( Ice Cold A/C 🥶,6800.0,Louisburg,HONDA,36.0578016581704,-78.2586001103108
2013 Volvo Xc70 Platinum 3.2,6500.0,Raleigh,VOLVO,35.7076006864806,-78.6563015750456
2020 Genesis G80 3.3T Sport Sedan 4D,32850.0,Holly Springs,GENESIS,35.6263008401448,-78.8457981984502
2016 Dodge Journey Clean Car,6395.0,Angier,DODGE,35.4897002533417,-78.7248972281906
2019 Acura Tlx Sh- Tech Package,15450.0,Raleigh,ACURA,35.8262992069758,-78.6491023603502
2015 Honda Pilot Exl 62K Only,14950.0,Raleigh,HONDA,35.8262992069758,-78.6491023603502
2015 Lexus Is250 Is 250,15450.0,Raleigh,LEXUS,35.8262992069758,-78.6491023603502
2017 Jeep Patriot High Altitude,13350.0,Chapel Hill,JEEP,35.9568992067909,-79.0540981507744
3018 Lexus Rx 350 F-Sport,25700.0,Raleigh,LEXUS,35.9034015645046,-78.7446975036736
1973 Mustang Mach 1,12000.0,Raleigh,MUSTANG,35.8154198843625,-78.5846870072783
2014 Gmc Terrian -Slt,7000.0,Youngsville,GMC,36.0249007027024,-78.474399507215
2007 Gmc Envoy 4X4,3750.0,Apex,GMC,35.7225004539421,-78.8407985687302
1979 Gmc S1500,29500.0,Raleigh,GMC,35.7666989912139,-78.6007991534343
"For Sale: 2018 Hyundai Ioniq Hybrid Sel – $13,400 (Obo)",13400.0,Chapel Hill,FOR,35.9244216671335,-79.0574860502168
1989Vw Westfalia Camper Van,25000.0,Cary,1989VW,35.7564023666782,-78.7603661804962
Award Winning 2016 Polaris Slingshot S,40000.0,Butner,AWARD,36.1359015352205,-78.7635970895028
Infinity Jx 35 For Sale With Dvd (),2900.0,Garner,INFINITY,35.6813007777699,-78.5975000624501
2003 Explorer Xlt 4D 4X4,1250.0,Cary,EXPLORER,35.7473387473175,-78.8437831058848
F150 2022 Lariat,46000.0,Clayton,FORD,35.6576995002741,-78.3837014341663
2005 Infiniti G35 Open To Trades,2000.0,Youngsville,INFINITI,35.9893423689807,-78.4465165161165
2011 Toyota Prius - Good Condition,6500.0,Raleigh,TOYOTA,35.7644994062385,-78.7112023909721
2023 Nissan Frontier Pro-4X Crew Cab,38500.0,Garner,NISSAN,35.6376184754715,-78.6248622349129
2005 Nissan Xterra S,6700.0,Rocky Mount,NISSAN,35.990401194986,-77.8468015919853
2013 Honda Odyssey Ex-L For Sale,12000.0,Cary,HONDA,35.8343996842829,-78.8465974745744
2010 Ford Crown Vic Police Interceptor – $4000 (As-Is),4000.0,Raleigh,FORD,35.7644994062385,-78.7112023909721
